-601.785278	-638.590271
-594.162781	-637.040710
-455.889923	-496.233948
-771.971008	-814.703674
-708.019836	-748.098694
-490.174591	-531.495361
-619.599976	-660.974731
-535.377380	-578.267883
-649.643066	-692.564575
-412.096466	-449.918060
-490.890289	-531.226135
-572.369507	-612.368591
-639.077087	-680.423340
-847.236023	-887.825073
-767.146423	-807.938843
-733.211182	-775.723145
-701.874451	-743.949646
-690.006348	-732.201294
-764.475281	-804.259583
-761.365723	-803.650391
-858.570007	-899.692200
-683.337891	-724.878967
-732.047302	-773.164734
-501.691467	-535.127625
-796.912476	-839.515991
-499.291931	-542.268005
-813.319458	-855.496033
-535.047180	-577.741455
-449.896027	-491.882538
-684.345276	-726.205261
-461.473297	-502.280151
-428.440582	-469.741882
-666.327454	-708.672729
-739.939331	-779.978027
-854.095276	-897.281433
-534.454285	-576.278564
-583.167175	-626.079224
-793.441406	-836.238159
-565.076172	-608.140259
-489.335144	-528.354858
-485.456604	-526.480469
-616.039124	-658.871521
-697.057190	-738.302429
-824.231812	-867.405151
-684.228455	-727.371887
-548.020569	-590.644409
-521.848755	-564.969055
-499.047089	-537.141541
-787.077759	-826.893616
-929.116577	-972.367310
-786.508362	-828.225647
-782.884155	-824.165100
-754.441895	-797.078064
-644.796814	-686.225708
-710.462402	-753.640015
-532.588989	-571.504761
-538.972961	-580.858276
-632.396667	-674.520752
-768.967712	-811.476318
-512.122009	-555.200256
-512.185425	-555.481750
-729.360474	-771.026428
-770.394836	-811.829773
-612.778931	-655.482788
-437.115723	-476.832214
-594.012329	-636.279419
-634.090454	-674.931641
-559.397644	-599.474548
-387.224854	-427.537750
-616.430481	-658.911682
-541.622253	-584.689270
-675.461426	-718.533020
-700.640869	-743.427429
-527.472290	-564.356140
-618.768799	-660.656677
-599.407593	-642.410278
-480.344818	-523.183044
-506.890839	-548.440979
-486.979156	-528.716492
-585.645508	-627.170776
-472.719177	-515.917114
-650.984436	-691.177246
-857.835693	-900.706299
-471.956085	-513.553955
-503.554413	-546.692932
-459.899170	-500.035950
-730.467651	-772.960449
-455.970215	-494.460571
-613.332214	-638.703735
-471.296600	-513.895325
-898.879639	-941.741394
-528.061157	-568.113770
-761.692200	-803.870911
-421.238953	-464.013824
-855.437378	-898.569031
-570.136230	-610.989258
-932.501587	-975.741028
-479.049042	-516.449768
-408.895111	-447.964508
-493.970428	-536.987915
-410.938141	-450.541351
-480.393982	-520.290710
-444.072845	-486.397552
-399.549866	-442.215668
-477.470490	-520.326355
-687.730591	-725.101746
-720.994568	-764.116699
-940.460083	-983.511353
-763.286499	-802.908203
-721.671021	-756.840454
-721.426880	-764.586670
-456.584717	-498.553741
-751.153931	-794.408630
-572.732666	-614.690979
-424.119049	-467.307312
-545.658386	-588.832092
-668.385681	-711.018616
-690.701965	-730.893677
-596.857605	-639.019897
-817.718140	-860.926270
-586.438782	-627.248840
-482.983490	-520.808472
-559.139954	-601.398560
-755.605957	-796.503845
-795.039856	-837.561401
-518.128479	-559.627441
-797.708679	-839.534302
-779.900391	-822.682129
-648.027649	-689.404846
-600.214294	-642.182068
-570.961060	-613.013550
-809.252258	-852.201660
-648.253052	-682.710754
-689.189575	-731.760071
-671.159729	-713.807922
-700.172363	-743.429138
-624.060913	-666.262207
-491.705597	-533.622742
-607.523560	-643.071167
-674.770752	-717.720764
-788.024414	-829.931091
-664.731018	-707.501831
-851.804810	-894.296387
-441.806732	-481.306183
-748.750793	-789.469788
-521.240662	-561.855225
-482.023499	-523.815186
-728.553101	-771.530457
-384.068451	-421.887817
-584.089294	-627.068787
-568.256714	-610.117310
-805.259583	-847.691101
-472.145050	-515.424316
-521.316833	-564.441833
-586.505066	-628.675598
-769.976929	-805.967712
-546.813171	-586.915344
-602.698303	-642.847351
-470.047058	-511.067322
-495.061310	-537.001526
-823.521301	-866.434387
-796.698792	-838.166138
-801.269226	-844.132690
-784.976807	-827.116882
-639.495544	-681.912598
-817.053406	-860.070862
-620.459778	-663.000610
-771.714966	-812.188416
-497.480408	-529.789978
-442.292664	-483.539886
-489.553772	-531.227661
-659.866882	-702.926758
-502.728851	-544.606384
-572.637878	-611.700378
-570.781189	-614.040649
-679.805115	-722.377197
-550.400635	-585.908752
-704.922180	-747.368958
-556.965088	-599.942688
-735.140686	-777.603333
-539.453796	-580.240112
-678.937256	-721.661621
-740.039734	-782.219177
-469.840118	-512.434082
-678.238586	-719.985901
-653.020020	-696.327393
-708.594788	-747.834229
-756.455994	-793.585815
-550.658508	-590.769409
-476.529602	-519.464600
-444.529480	-485.214691
-768.888733	-811.829590
-555.770081	-597.063354
-447.525543	-490.290985
-553.171570	-595.848206
-708.824646	-751.990173
-521.204529	-564.442383
-604.040039	-645.871521
-637.498230	-677.730835
-789.779114	-827.373535
-757.555908	-799.999084
-871.352966	-911.569641
-672.557983	-715.157776
-710.011353	-752.691162
-582.933044	-625.971191
-725.930176	-769.040100
-616.952759	-659.716675
-410.028412	-450.780273
-580.100769	-611.270386
-531.241394	-571.476196
-522.975464	-565.600098
-692.002747	-732.068054
-599.970764	-642.092041
-780.166199	-822.422913
-538.499939	-579.592896
-530.980591	-573.992554
